date,user_submitted_review,title,total_purchased,customer_type
2019-12-30,OK,R For Dummies,1,Business
2019-06-01,I learned a lot,Secrets Of R For Advanced Students,2,Individual
2019-02-02,A lot of material was not needed,R For Dummies,4,Individual
2019-02-10,A lot of material was not needed,R vs Python: An Essay,5,Business
2019-04-29,A lot of material was not needed,Secrets Of R For Advanced Students,2,Business
2019-12-27,Would not recommend,R For Dummies,2,Business
2019-11-02,The author's other books were better,Fundamentals of R For Beginners,,Business
2019-02-07,OK,R vs Python: An Essay,4,Business
2019-12-03,The author's other books were better,Fundamentals of R For Beginners,1,Business
2019-02-05,Would not recommend,Fundamentals of R For Beginners,4,Individual
2019-01-14,Would not recommend,R vs Python: An Essay,5,Business
2019-03-04,,Secrets Of R For Advanced Students,4,Business
2019-03-03,Hated it,Fundamentals of R For Beginners,2,Business
2019-08-30,Awesome!,R For Dummies,3,Business
2019-11-21,A lot of material was not needed,Secrets Of R For Advanced Students,6,Business
2019-03-14,Would not recommend,R For Dummies,4,Business
2019-01-03,Awesome!,R vs Python: An Essay,4,Individual
2019-08-12,The author's other books were better,Secrets Of R For Advanced Students,2,Business
2019-06-11,it was okay,Top 10 Mistakes R Beginners Make,,Business
2019-10-22,I learned a lot,Fundamentals of R For Beginners,2,Business
2019-01-25,it was okay,Secrets Of R For Advanced Students,2,Business
2019-01-05,it was okay,Secrets Of R For Advanced Students,7,Business
2019-03-04,NA,Fundamentals of R For Beginners,2,Business
2019-09-24,I learned a lot,R For Dummies,2,Business
2019-09-10,OK,Top 10 Mistakes R Beginners Make,,Business
2019-12-18,A lot of material was not needed,R For Dummies,5,Business
2019-10-06,OK,Fundamentals of R For Beginners,,Business
2019-06-01,Never read a better book,R For Dummies,2,Business
2019-10-25,NA,R For Dummies,5,Individual
2019-10-28,it was okay,R For Dummies,1,Business
2019-10-24,A lot of material was not needed,Fundamentals of R For Beginners,7,Business
2019-08-12,NA,Secrets Of R For Advanced Students,,Business
2019-07-27,The author's other books were better,Secrets Of R For Advanced Students,,Individual
2019-12-01,,R vs Python: An Essay,1,Business
2019-03-19,The author's other books were better,R For Dummies,3,Business
2019-11-05,Hated it,R For Dummies,3,Business
2019-04-07,OK,Secrets Of R For Advanced Students,3,Individual
2019-02-12,,Fundamentals of R For Beginners,2,Business
2019-06-09,A lot of material was not needed,R For Dummies,,Business
2019-12-10,OK,Fundamentals of R For Beginners,8,Individual
2019-08-22,Would not recommend,R For Dummies,,Business
2019-08-23,I learned a lot,Fundamentals of R For Beginners,10,Business
2019-12-23,OK,Fundamentals of R For Beginners,0,Business
2019-01-07,it was okay,Fundamentals of R For Beginners,3,Business
2019-03-21,The author's other books were better,Fundamentals of R For Beginners,1,Individual
2019-07-22,A lot of material was not needed,Secrets Of R For Advanced Students,4,Individual
2019-01-05,A lot of material was not needed,R For Dummies,3,Business
2019-06-18,NA,Fundamentals of R For Beginners,5,Individual
2019-05-28,Awesome!,R For Dummies,6,Business
2019-12-21,Hated it,Top 10 Mistakes R Beginners Make,,Business
2019-11-03,Awesome!,Fundamentals of R For Beginners,7,Business
2019-03-09,Never read a better book,Fundamentals of R For Beginners,1,Individual
2019-07-02,NA,Secrets Of R For Advanced Students,5,Individual
2019-01-18,NA,Secrets Of R For Advanced Students,3,Business
2019-10-08,Never read a better book,Fundamentals of R For Beginners,5,Individual
2019-07-11,Awesome!,R For Dummies,4,Business
2019-07-22,Would not recommend,Top 10 Mistakes R Beginners Make,2,Business
2019-01-21,Awesome!,R vs Python: An Essay,2,Business
2019-03-08,NA,R For Dummies,4,Business
2019-04-09,I learned a lot,Fundamentals of R For Beginners,,Business
2019-06-25,NA,R For Dummies,2,Individual
2019-05-13,The author's other books were better,R vs Python: An Essay,,Business
2019-12-06,Would not recommend,Fundamentals of R For Beginners,5,Business
2019-03-27,Would not recommend,R vs Python: An Essay,4,Business
2019-09-24,Awesome!,Top 10 Mistakes R Beginners Make,6,Business
2019-11-27,OK,Fundamentals of R For Beginners,,Business
2019-04-08,Never read a better book,R vs Python: An Essay,6,Individual
2019-05-26,Never read a better book,R For Dummies,2,Business
2019-05-17,The author's other books were better,R For Dummies,3,Individual
2019-02-05,it was okay,Fundamentals of R For Beginners,,Business
2019-09-13,it was okay,R For Dummies,1,Business
2019-08-20,Never read a better book,Fundamentals of R For Beginners,6,Business
2019-04-29,it was okay,R For Dummies,4,Business
2019-06-25,NA,Fundamentals of R For Beginners,,Business
2019-02-01,,R For Dummies,4,Individual
2019-09-19,Never read a better book,R For Dummies,4,Business
2019-07-17,Awesome!,R For Dummies,3,Business
2019-10-14,Would not recommend,R For Dummies,,Individual
2019-04-21,Hated it,Fundamentals of R For Beginners,3,Individual
2019-07-29,it was okay,R For Dummies,,Business
2019-07-28,Never read a better book,Fundamentals of R For Beginners,,Business
2019-02-10,The author's other books were better,Fundamentals of R For Beginners,9,Business
2019-11-22,The author's other books were better,R For Dummies,5,Business
2019-02-24,The author's other books were better,Fundamentals of R For Beginners,4,Business
2019-10-12,,Fundamentals of R For Beginners,7,Business
2019-04-12,A lot of material was not needed,R For Dummies,2,Business
2019-03-27,Awesome!,R For Dummies,6,Business
2019-10-21,Awesome!,R vs Python: An Essay,4,Business
2019-07-17,Awesome!,Fundamentals of R For Beginners,5,Business
2019-03-27,Awesome!,R For Dummies,6,Individual
2019-06-09,A lot of material was not needed,Fundamentals of R For Beginners,5,Individual
2019-03-11,Hated it,Secrets Of R For Advanced Students,3,Business
2019-05-12,OK,R For Dummies,,Business
2019-09-06,NA,Top 10 Mistakes R Beginners Make,6,Business
2019-03-22,it was okay,R For Dummies,5,Individual
2019-03-18,Awesome!,R For Dummies,3,Business
2019-06-23,The author's other books were better,Fundamentals of R For Beginners,3,Individual
2019-06-28,I learned a lot,R For Dummies,4,Individual
2019-10-17,Awesome!,Fundamentals of R For Beginners,4,Business
2019-11-23,OK,Fundamentals of R For Beginners,5,Individual
2019-03-11,Hated it,Fundamentals of R For Beginners,5,Individual
2019-07-21,A lot of material was not needed,Secrets Of R For Advanced Students,4,Business
2019-07-01,OK,R For Dummies,2,Individual
2019-12-22,OK,R For Dummies,9,Business
2019-08-25,NA,Fundamentals of R For Beginners,,Business
2019-09-09,The author's other books were better,R vs Python: An Essay,2,Business
2019-08-21,NA,Secrets Of R For Advanced Students,4,Individual
2019-08-26,I learned a lot,Fundamentals of R For Beginners,4,Business
2019-03-30,The author's other books were better,Fundamentals of R For Beginners,1,Business
2019-03-23,Never read a better book,R For Dummies,3,Business
2019-07-13,OK,Fundamentals of R For Beginners,5,Individual
2019-10-24,Would not recommend,R vs Python: An Essay,,Business
2019-03-02,it was okay,R For Dummies,,Individual
2019-09-07,Awesome!,Fundamentals of R For Beginners,6,Business
2019-12-22,I learned a lot,Fundamentals of R For Beginners,4,Business
2019-01-05,I learned a lot,R For Dummies,1,Individual
2019-02-14,I learned a lot,R For Dummies,3,Business
2019-12-07,Hated it,Secrets Of R For Advanced Students,3,Business
2019-08-02,The author's other books were better,R For Dummies,2,Business
2019-10-27,The author's other books were better,Secrets Of R For Advanced Students,5,Individual
2019-10-26,The author's other books were better,Secrets Of R For Advanced Students,5,Business
2019-12-09,Never read a better book,Fundamentals of R For Beginners,,Individual
2019-12-11,Never read a better book,R For Dummies,,Business
2019-10-04,NA,R vs Python: An Essay,3,Business
2019-02-17,it was okay,Fundamentals of R For Beginners,0,Individual
2019-05-23,Hated it,R For Dummies,4,Individual
2019-03-03,Would not recommend,Secrets Of R For Advanced Students,2,Business
2019-03-04,it was okay,Fundamentals of R For Beginners,5,Business
2019-11-18,A lot of material was not needed,Fundamentals of R For Beginners,6,Business
2019-10-06,Would not recommend,R vs Python: An Essay,4,Individual
2019-01-11,Awesome!,Fundamentals of R For Beginners,3,Individual
2019-11-19,NA,R vs Python: An Essay,6,Business
2019-12-28,it was okay,Secrets Of R For Advanced Students,5,Business
2019-01-10,it was okay,R For Dummies,2,Business
2019-05-17,,R vs Python: An Essay,,Business
2019-12-27,The author's other books were better,Fundamentals of R For Beginners,4,Business
2019-04-05,OK,Secrets Of R For Advanced Students,6,Business
2019-02-04,,R vs Python: An Essay,7,Individual
2019-08-12,NA,R For Dummies,5,Business
2019-03-13,,Fundamentals of R For Beginners,,Individual
2019-02-12,it was okay,R For Dummies,9,Business
2019-04-07,Would not recommend,R For Dummies,3,Business
2019-07-31,Never read a better book,R For Dummies,,Business
2019-10-22,it was okay,R For Dummies,2,Business
2019-01-05,I learned a lot,Fundamentals of R For Beginners,5,Business
2019-10-26,A lot of material was not needed,R For Dummies,3,Business
2019-10-18,A lot of material was not needed,Secrets Of R For Advanced Students,10,Business
2019-08-19,A lot of material was not needed,R vs Python: An Essay,2,Business
2019-04-01,Hated it,Fundamentals of R For Beginners,10,Business
2019-02-14,A lot of material was not needed,Fundamentals of R For Beginners,3,Business
2019-05-05,The author's other books were better,Fundamentals of R For Beginners,,Business
2019-03-23,A lot of material was not needed,Secrets Of R For Advanced Students,,Individual
2019-07-13,A lot of material was not needed,Fundamentals of R For Beginners,3,Business
2019-07-08,Hated it,Secrets Of R For Advanced Students,1,Individual
2019-02-18,OK,R For Dummies,4,Business
2019-06-10,Would not recommend,R For Dummies,2,Business
2019-05-29,OK,Secrets Of R For Advanced Students,6,Business
2019-04-21,Would not recommend,Fundamentals of R For Beginners,8,Individual
2019-05-01,it was okay,Fundamentals of R For Beginners,3,Business
2019-03-03,Awesome!,Fundamentals of R For Beginners,3,Business
2019-02-12,I learned a lot,R For Dummies,1,Business
2019-10-22,it was okay,Fundamentals of R For Beginners,4,Business
2019-04-13,OK,Fundamentals of R For Beginners,4,Business
2019-05-14,OK,Fundamentals of R For Beginners,,Individual
2019-01-22,The author's other books were better,Fundamentals of R For Beginners,4,Individual
2019-08-05,A lot of material was not needed,Fundamentals of R For Beginners,,Business
2019-08-02,Hated it,R For Dummies,,Business
2019-08-17,Hated it,Fundamentals of R For Beginners,5,Business
2019-03-16,Hated it,R For Dummies,,Individual
2019-03-21,Would not recommend,Secrets Of R For Advanced Students,1,Individual
2019-05-30,,R For Dummies,3,Business
2019-05-11,Would not recommend,R vs Python: An Essay,3,Business
2019-10-07,it was okay,Fundamentals of R For Beginners,7,Individual
2019-05-08,OK,Fundamentals of R For Beginners,4,Individual
2019-09-20,Awesome!,Fundamentals of R For Beginners,7,Business
2019-05-13,I learned a lot,R For Dummies,3,Business
2019-11-09,,R vs Python: An Essay,2,Business
2019-11-20,,Fundamentals of R For Beginners,3,Business
2019-09-28,Never read a better book,R vs Python: An Essay,3,Business
2019-03-11,Hated it,Fundamentals of R For Beginners,2,Business
2019-12-08,Awesome!,R For Dummies,9,Business
2019-03-10,OK,Fundamentals of R For Beginners,4,Business
2019-09-19,Hated it,Secrets Of R For Advanced Students,7,Business
2019-11-16,I learned a lot,R vs Python: An Essay,2,Individual
2019-03-08,A lot of material was not needed,Top 10 Mistakes R Beginners Make,4,Business
2019-04-20,I learned a lot,R vs Python: An Essay,2,Business
2019-09-02,it was okay,Fundamentals of R For Beginners,1,Business
2019-05-03,OK,Fundamentals of R For Beginners,6,Business
2019-03-09,Hated it,R For Dummies,,Business
2019-10-04,The author's other books were better,Fundamentals of R For Beginners,4,Individual
2019-12-30,Hated it,R For Dummies,2,Business
2019-11-14,Hated it,R For Dummies,,Business
2019-01-05,Hated it,R For Dummies,,Individual
2019-06-25,Would not recommend,R For Dummies,3,Business
2019-06-15,OK,R For Dummies,5,Business
2019-01-23,Would not recommend,R For Dummies,5,Individual
2019-12-09,,R For Dummies,7,Individual
2019-04-04,it was okay,Secrets Of R For Advanced Students,,Business
2019-03-09,it was okay,R vs Python: An Essay,5,Business
2019-04-17,A lot of material was not needed,R vs Python: An Essay,3,Individual
2019-06-15,The author's other books were better,Fundamentals of R For Beginners,3,Business
2019-04-29,it was okay,R vs Python: An Essay,5,Business
2019-11-07,A lot of material was not needed,R For Dummies,1,Business
2019-05-22,NA,R vs Python: An Essay,5,Individual
2019-05-20,Hated it,R For Dummies,6,Individual
2019-06-25,Awesome!,R vs Python: An Essay,5,Business
2019-01-10,NA,Secrets Of R For Advanced Students,,Individual
2019-12-04,Would not recommend,Fundamentals of R For Beginners,4,Individual
2019-06-29,it was okay,Fundamentals of R For Beginners,6,Individual
2019-11-27,A lot of material was not needed,R For Dummies,4,Business
2019-10-22,A lot of material was not needed,Secrets Of R For Advanced Students,3,Individual
2019-07-11,A lot of material was not needed,Fundamentals of R For Beginners,7,Business
2019-06-07,it was okay,R vs Python: An Essay,3,Business
2019-03-08,Awesome!,R For Dummies,4,Individual
2019-06-08,Never read a better book,Fundamentals of R For Beginners,3,Individual
2019-05-23,Awesome!,R For Dummies,2,Individual
2019-09-20,Awesome!,R vs Python: An Essay,3,Business
2019-01-02,it was okay,R vs Python: An Essay,5,Business
2019-02-11,A lot of material was not needed,Fundamentals of R For Beginners,6,Individual
2019-08-29,The author's other books were better,R For Dummies,3,Business
2019-12-15,I learned a lot,Top 10 Mistakes R Beginners Make,2,Business
2019-06-23,The author's other books were better,R vs Python: An Essay,3,Individual
2019-04-30,Never read a better book,R For Dummies,7,Business
2019-07-10,Hated it,R vs Python: An Essay,6,Business
2019-06-15,NA,Top 10 Mistakes R Beginners Make,6,Business
2019-02-14,NA,Fundamentals of R For Beginners,4,Individual
2019-10-20,The author's other books were better,R For Dummies,,Business
